epoch,train_dist_loss,val_dist_loss,train_rmsd,val_rmsd
48,0.002035457187031847,0.0005742934517205232,0.03324894781999524,0.032829092363320975
49,0.001992403630556399,0.0004931210125246444,0.03319426941072607,0.03201108391681002
50,0.0021470324790415036,0.0005948766927546777,0.033210682737328016,0.03226117701634865
51,0.001989328490879999,0.0005997677516752799,0.032551325883669484,0.034498244991978205
52,0.0019467950891608912,0.0005211930578456992,0.03313721967785233,0.03421584144584246
53,0.001912739167734225,0.0005415675580135356,0.03292843007769676,0.03424071150579513
54,0.0018688171744936015,0.000507099983624475,0.0326476432531355,0.03250600256494807
55,0.0018515937432692089,0.00048091043452551423,0.032596668480730395,0.033407315576880446
56,0.0018496453933961857,0.0005411001986260361,0.03294314552106827,0.03351133319712624
57,0.0018447045654787647,0.00047733521751658597,0.032509930843843446,0.03186997710236314
58,0.0017941795490704793,0.0005547592761507409,0.032124696304087014,0.034063493232787456
59,0.001755078850903418,0.0006072230106423094,0.03256221619615992,0.03300516219319094
60,0.0017875013409208876,0.0006394358451665051,0.03237543407136304,0.03477355437779373
61,0.0017200261965095544,0.0010757663855736044,0.03232165587246262,0.04405852632994486
62,0.0017904602089409412,0.00045550310799458686,0.03252202143655587,0.03167869974845359
63,0.0019940626876935,0.0005064697798287261,0.03334431862205844,0.034043670378257285
64,0.002037112024125339,0.0005148507416467589,0.03336528109730034,0.03268565469034726
65,0.001955402418819934,0.0004631258463667868,0.03330187166830388,0.032325423919280484
66,0.0017830170868588025,0.0005100491658436334,0.03207864185157402,0.03289543051377318
67,0.0019546302921907566,0.000497160591697471,0.0340565892289057,0.03324715734250746
68,0.0018227071447947777,0.0008219049075199442,0.033397155138411204,0.036938915997244734
69,0.0018573081816979221,0.00043107225491083605,0.03218198209344527,0.03134794807396213
70,0.0017168429691975457,0.0004254820572760884,0.031756567398543115,0.031400994067952874
71,0.0018040453187713275,0.0004855528858891149,0.03224658272240591,0.03244081171433755
72,0.0017224427267746587,0.0004970201021391886,0.03189442567070467,0.031335308526039725
73,0.0017398320435514224,0.00047464563854529996,0.03209772104139518,0.03175345913833862
74,0.0017412921666917645,0.0005271500917445434,0.031852034496231946,0.03198095309152478
75,0.0016487555519789155,0.0004604053382180077,0.031494144188328084,0.03281628816263168
76,0.0016989121120989806,0.0004303190195224697,0.03199921607015327,0.031533202296354396
77,0.0017229659812955627,0.0005099057783350096,0.03250785452272314,0.03412401261679436
78,0.0016418175200854275,0.0005794456450895535,0.032130988100524484,0.03400990219891262
79,0.0016314946616098709,0.0005600162742028019,0.03229307735213404,0.03332151670416688
80,0.0016939911243277195,0.0004336426148442009,0.03191926808295291,0.03168237137531604
81,0.0016293372852637094,0.0004402388553236819,0.03227623433063564,0.03210633414088576
82,0.0016209714738066492,0.00042042712212696936,0.03360168496351119,0.03193948324727218
83,0.0017341269472515698,0.00044837042283941915,0.034687980472510725,0.03155331146161925
84,0.001563893280154506,0.00041594456014386154,0.03165909038626163,0.030306626540554188
85,0.0015649206380493955,0.00040876898955264425,0.031166019517441017,0.030529289497730563
86,0.0014898442441756265,0.00041691122569436126,0.031217014639708236,0.0312493268654213
87,0.0015256301359165814,0.0004650745246993396,0.03136661060508656,0.032783400754613334
88,0.0016335803496842149,0.0004910421601992438,0.03181012621331726,0.03061734065475834
89,0.001534233083211747,0.00047027899923811226,0.031467647325887464,0.032384666066656076
90,0.0016889816098591467,0.00040866650366314767,0.031690597265451266,0.029450935661109453
91,0.0015058004128714574,0.00044248846363695185,0.03074518470875812,0.031301408199797695
92,0.001617212996546096,0.0004525824806360606,0.03177013631151892,0.03106940433145268
93,0.0016437652865358633,0.0004734349026213608,0.03149762864030473,0.03124852623016495
94,0.001557402418450307,0.00042304769459762233,0.030734274093515868,0.03089777045331739
95,0.0015060892935018632,0.00040419297578215635,0.030805533922659483,0.03125328313637904
96,0.0014483401860709304,0.0004157965290201918,0.030665875535523378,0.031224729556894933
97,0.0015877487933221622,0.0006788590951961342,0.0315688508036117,0.034501306373999015
98,0.0015627191876180274,0.00040511931279526485,0.030844075576745174,0.02975232139783636
99,0.001456696062342171,0.0004180436352046333,0.030660778588031783,0.030409419816478662
